"node","layer","lat","lon","zone","atcocode"
   476,5,53.17267,-1.17686,330,"  330GMA0254"
   477,5,53.16690,-1.17377,330,"  330GMA0255"
   478,5,53.16573,-1.17249,330,"  330GMA0256"
   479,5,53.16805,-1.17106,330,"  330GMA0257"
   480,5,51.64227,-0.32464,210,"    210G2404"
   481,5,51.65105, 0.43680,150,"150G00000437"
   482,5,56.00202,-3.61720,669," 669G2420060"
   483,5,53.84503,-1.77305,450,"    450G1456"
   484,5,54.96422,-3.90758,680,"680G00000954"
   485,5,53.84279,-1.77303,450,"    450G1457"
   486,5,55.87020,-4.29840,609,"   609G06868"
   487,5,53.67476,-1.75378,450,"    450G1016"
   488,5,53.84639,-1.77155,450,"    450G1454"
   489,5,53.20890,-1.22890,100,"100G00014953"
   490,5,53.21282,-1.22217,100,"100G00014952"
   491,5,53.21227,-1.21367,100,"100G00014951"
   492,5,53.21024,-1.21922,100,"100G00014950"
   493,5,53.26829,-1.48475,100,"100G00014957"
   494,5,53.25713,-1.48019,100,"100G00014956"
   495,5,53.26212,-1.43563,100,"100G00014955"
   496,5,53.21337,-1.21643,100,"100G00014954"
   497,5,51.46278, 0.36901,159," 159G0028301"
   498,5,53.27639,-1.49726,100,"100G00014959"
   499,5,53.12810,-1.48858,100,"100G00018603"
   500,5,53.84769,-1.77004,450,"    450G1453"
   501,5,51.56085,-0.15030,490,"490G00010852"
   502,5,55.94125,-4.33601,611,"   611G24938"
   503,5,51.55089, 0.12996,490,"490G00010856"
   504,5,52.65039, 0.02520, 50,"050GPD002003"
   505,5,51.42595, 0.13515,490,"490G00010858"
   506,5,51.37641,-0.32766,400,"400G4405239A"
   507,5,51.49932,-0.31472,490," 940GZZLUNFD"
   507,3,51.49932,-0.31472,490," 940GZZLUNFD"
   508,5,53.73786,-1.49100,450,"    450G5751"
   509,5,52.38454,-0.26282, 50,"050GAL006007"
   510,2,55.85255,-4.34069,910,"    910GCDNL"
   510,5,55.85255,-4.34069,910,"    910GCDNL"
   511,5,53.69009,-1.58425,450,"    450G5750"
   512,5,51.45810,-0.92598, 35,"035G90140001"
   513,2,55.94028,-3.01494,910," 910GWALLYFD"
   513,5,55.94028,-3.01494,910," 910GWALLYFD"
   514,5,52.23842,-0.71172,300,"    300G272B"
   515,5,51.90504, 0.33538,150,"150G00001420"
   516,5,51.89289, 0.33528,150,"150G00001421"
   517,5,51.97499, 0.15648,150,"150G00001422"
   518,5,51.97713, 0.15727,150,"150G00001423"
   519,5,51.99472, 0.16129,150,"150G00001424"
   520,5,51.99323, 0.15909,150,"150G00001425"
   521,5,51.98346, 0.20801,150,"150G00001426"
   522,5,51.97436, 0.12756,150,"150G00001427"
   523,5,51.99315, 0.10580,150,"150G00001428"
   524,5,51.99732, 0.10766,150,"150G00001429"
   525,5,53.61279,-0.94997,370,"  370G103779"
   526,5,53.19902,-0.57379,270,"270GLLDR3796"
   527,5,53.69278,-1.58613,450,"    450G5754"
   528,5,51.76478,-1.58668,340,"  340G000784"
   529,5,53.61379,-1.47724,450,"    450G7240"
   530,5,51.25021,-0.59238,400,"400G4407145A"
   531,5,51.58068, 0.02145,490," 940GZZLUSNB"
   531,3,51.58068, 0.02145,490," 940GZZLUSNB"
   532,5,53.75104,-1.53772,450,"    450G4561"
   533,5,53.75123,-1.53242,450,"    450G4563"
   534,5,53.74675,-1.88501,450,"    450G4562"
   535,5,52.69723,-1.18964,260," 260GCC05601"
   536,5,52.69471,-1.17764,260," 260GCC05603"
   537,5,52.69822,-1.17247,260," 260GCC05605"
   538,5,52.69629,-1.17533,260," 260GCC05604"
   539,5,52.69283,-1.18327,260," 260GCC05607"
   540,5,52.69307,-1.18119,260," 260GCC05606"
   541,5,52.90111,-1.17241,339,"   339GCL101"
   542,5,52.90042,-1.17032,339,"   339GCL100"
   543,5,52.90192,-1.17711,339,"   339GCL103"
   544,5,52.89399,-1.18573,339,"   339GCL105"
   545,5,52.90490,-1.17610,339,"   339GCL107"
   546,5,53.63332,-1.50315,450,"    450G7246"
   547,5,55.94005,-4.14560,611,"   611G09085"
   548,5,51.38918,-0.41580,400,"400G4405088A"
   549,4,54.45513,-2.36860,910,"    910GKSTP"
   549,2,54.45513,-2.36860,910,"    910GKSTP"
   549,5,54.45513,-2.36860,910,"    910GKSTP"
   550,5,52.12786, 1.14462,390,"   390G40325"
   551,5,51.36598,-0.96567, 35,"035G80400001"
   552,5,52.09654, 1.07679,390,"   390G40321"
   553,5,52.11833, 1.15017,390,"   390G40323"
   554,5,56.00883,-5.21419,607,"    607G2015"
   555,5,55.95890,-5.31050,607,"    607G2014"
   556,5,52.66783,-1.09931,269," 269GLC31722"
   557,5,51.56312, 0.67126,158,"158G00000028"
   558,5,51.55977, 0.68671,158,"158G00000027"
   559,5,51.55691, 0.70083,158,"158G00000026"
   560,5,51.56573, 0.69541,158,"158G00000025"
   561,5,51.57172, 0.66485,158,"158G00000024"
   562,5,51.56747, 0.67614,158,"158G00000023"
   563,5,55.84651,-4.15591,609,"   609G06419"
   564,5,51.24613,-0.53151,400,"400G4407334A"
   565,5,55.84809,-4.15641,609,"   609G06410"
   566,4,51.29054,-0.75423,190,"900GNX000522"
   566,5,51.29054,-0.75423,190,"900GNX000522"
   567,5,53.73055,-1.65046,450,"    450G7143"
   568,5,53.70783,-1.64537,450,"    450G7140"
   569,5,53.71624,-1.61341,450,"    450G7149"
   570,2,52.03430,-0.77414, 49," 910GMKNSCEN"
   570,5,52.03430,-0.77414, 49," 910GMKNSCEN"
   571,5,52.93944,-1.63859,100,"100G00021835"
   572,5,52.97060,-1.64557,100,"100G00021837"
   573,5,53.28601,-1.28326,100,"100G00021830"
   574,5,52.89585,-1.55653,100,"100G00021831"
   575,5,54.92234,-3.05015, 90,"090GG33G9162"
   576,5,54.92385,-3.10203, 90,"090GG33G9161"
   577,5,52.86920,-1.62706,100,"100G00021838"
   578,5,53.06157,-1.35051,100,"100G00021839"
   579,5,55.90165,-3.51263,629,"  629GFLINKL"
   580,5,53.25493,-1.43472,100,"100G00012072"
   581,5,53.25730,-1.43645,100,"100G00012073"
   582,5,53.26134,-1.44923,100,"100G00012070"
   583,5,52.78701,-1.57553,100,"100G00012076"
   584,5,52.77971,-1.58535,100,"100G00012077"
   585,5,53.65186,-1.75796,450,"    450G1607"
   586,5,52.96145,-1.32703,100,"100G00012078"
   587,5,52.96018,-1.32950,100,"100G00012079"
   588,5,51.55207,-0.20678,490,"490G00009940"
   589,5,53.02372,-1.06531,330,"  330GGE0179"
   590,5,51.53263,-0.08718,490,"490G00009942"
   591,5,52.98452,-1.41118,100,"100G00013383"
   592,5,52.42316,-0.14891, 50,"050GUP009017"
   593,5,53.27892,-1.26226,100,"100G00013380"
   594,5,53.36261,-1.69856,100,"100G00013387"
   595,5,53.27673,-1.24820,100,"100G00013386"
   596,5,53.24818,-1.46957,100,"100G00013385"
   597,5,53.22982,-1.40145,100,"100G00013384"
   598,5,51.55196,-0.23907,490," 940GZZLUDOH"
   598,3,51.55196,-0.23907,490," 940GZZLUDOH"
   599,5,53.17212,-1.42550,100,"100G00013388"
   600,5,55.61148,-4.57230,618,"   618G18215"
   601,5,58.99987,-2.97409,930,"     930GKWH"
   601,1,58.99987,-2.97409,930,"     930GKWH"
   602,5,53.48983,-1.25283,370,"  370G103893"
   603,5,55.59848,-4.53719,618,"   618G18214"
   604,5,51.52065, 0.43130,159," 159G0039701"
   605,5,52.45982,-1.19867,260," 260GCC11402"
   606,5,51.50399,-0.82066, 35,"035G90540001"
   607,5,52.45273,-1.19984,260," 260GCC11403"
   608,2,53.82634,-1.22744,910,"    910GCHFN"
   608,5,53.82634,-1.22744,910,"    910GCHFN"
   609,5,52.46406,-1.19825,260," 260GCC11401"
   610,5,55.59423,-4.55317,618,"   618G18213"
   611,5,51.62098,-0.42281,210,"    210G3249"
   612,5,51.61850,-0.39831,210,"    210G3248"
   613,5,51.62072,-0.40769,210,"    210G3246"
   614,5,51.61759,-0.40796,210,"    210G3245"
   615,5,51.61547,-0.40980,210,"    210G3244"
   616,5,51.62465,-0.41261,210,"    210G3242"
   617,5,51.62263,-0.41585,210,"    210G3241"
   618,5,51.62507,-0.42262,210,"    210G3240"
   619,5,51.37643,-0.04474,490,"490G00012097"
   620,5,52.45726,-1.20001,260," 260GCC11405"
   621,4,50.97900,-3.22703,360,"900GNX001683"
   621,5,50.97900,-3.22703,360,"900GNX001683"
   622,5,56.01469,-3.58500,669," 669G2440019"
   623,5,52.96609,-1.18617,339,"    339GBE35"
   624,5,52.96401,-1.18749,339,"    339GBE36"
   625,5,52.96213,-1.18831,339,"    339GBE37"
   626,5,53.65652,-1.66696,450,"    450G6232"
   627,5,53.74379,-1.71573,450,"    450G6230"
   628,5,53.65522,-1.67028,450,"    450G6236"
   629,5,53.75437,-1.70635,450,"    450G6235"
   630,5,53.65586,-1.66854,450,"    450G6234"
   631,5,55.77655,-3.92620,616,"   616G11254"
   632,5,55.90167,-4.29524,609,"   609G04129"
   633,5,51.30371,-0.72231,400,"400G4403132A"
   634,5,55.42173,-5.60664,607,"    607G4006"
   635,5,53.41603,-1.34222,370,"  370G102414"
   636,5,53.32686,-2.22633,910,"   910GWLMSL"
   636,2,53.32686,-2.22633,910,"   910GWLMSL"
   637,5,51.41713,-0.73500, 38,"038G00006000"
   638,5,51.07974,-0.30797,440,"    910GLHVN"
   638,2,51.07974,-0.30797,440,"    910GLHVN"
   639,5,51.63446,-0.04454,490,"490G00012095"
   640,5,58.98648,-2.96037,930,"     930GKWL"
   640,1,58.98648,-2.96037,930,"     930GKWL"
   641,4,52.93037,-0.40962,270,"270GLO000568"
   641,5,52.93037,-0.40962,270,"270GLO000568"
   642,4,51.48891,-0.07779,490,"490G00006266"
   642,5,51.48891,-0.07779,490,"490G00006266"
   643,5,56.20679,-3.19535,650,"   650GK0927"
   644,5,51.23311,-0.59233,400,"400G4407049A"
   645,2,52.88515,-1.28810,100," 910GLNGEATN"
   645,5,52.88515,-1.28810,100," 910GLNGEATN"
   646,5,52.84463,-1.25744,330,"  330GRU0071"
   647,2,56.41246,-5.47392,910,"    910GOBAN"
   647,5,56.41246,-5.47392,910,"    910GOBAN"
   647,4,56.41246,-5.47392,910,"    910GOBAN"
   647,1,56.41246,-5.47392,910,"    910GOBAN"
   648,5,52.87870,-1.08102,330,"  330GRU0070"
   649,2,53.28553,-2.94330,910," 910GLTLSUTN"
   649,5,53.28553,-2.94330,910," 910GLTLSUTN"
   650,5,52.86810,-1.00318,330,"  330GRU0073"
   651,5,52.56204,-0.25883, 59,"    059GPB97"
   652,5,51.26181,-0.54073,400,"400G4407243A"
   653,5,52.80902,-1.18674,330,"  330GRU0075"
   654,5,52.68643, 0.14027, 50,"050GLV026027"
   655,5,52.90379,-0.92535,330,"  330GRU0074"
   656,5,56.12525,-3.13599,650,"   650GK0956"
   657,5,53.19136,-1.41550,100,"100G00014568"
   658,5,53.19113,-1.41705,100,"100G00014569"
   659,5,52.95945,-0.96731,330,"  330GRU0077"
   660,5,53.18340,-1.40855,100,"100G00014562"
   661,5,53.18399,-1.41237,100,"100G00014563"
   662,5,53.18243,-1.40291,100,"100G00014560"
   663,5,53.18298,-1.40629,100,"100G00014561"
   664,5,53.19086,-1.40961,100,"100G00014566"
   665,5,53.19107,-1.41196,100,"100G00014567"
   666,5,53.18518,-1.40851,100,"100G00014564"
   667,5,53.18720,-1.40835,100,"100G00014565"
   668,5,52.90468,-1.18335,339,"    339GCL70"
   669,5,52.90322,-1.18120,339,"    339GCL71"
   670,5,51.46836, 0.00267,490,"490G00013983"
   671,5,53.41814,-1.34564,370,"  370G102410"
   672,5,55.90101,-4.34546,609,"   609G05209"
   673,5,51.62755, 0.01674,490,"490G00013981"
   674,4,51.39080, 1.40116,240,"900GNX000357"
   674,5,51.39080, 1.40116,240,"900GNX000357"
   675,5,51.52966,-0.44860,490,"490G00013980"
   676,5,55.89581,-4.43696,614,"   614G02736"
   677,5,55.38388,-3.99691,680,"680G30000136"
   678,5,55.82059,-4.21351,615,"   615G05634"
   679,5,53.41741,-1.04784,330,"  330GBA0117"
   680,5,55.75651,-4.17207,615,"   615G10117"
   681,5,55.74538,-4.19819,615,"   615G10116"
   682,5,55.74795,-4.19293,615,"   615G10115"
   683,5,55.75018,-4.18295,615,"   615G10114"
   684,5,55.74918,-4.17726,615,"   615G10113"
   685,5,55.74916,-4.17023,615,"   615G10112"
   686,5,55.74999,-4.16500,615,"   615G10111"
   687,5,55.75116,-4.16051,615,"   615G10110"
   688,5,56.20680,-3.00880,650,"   650GK0402"
   689,5,51.28322,-0.08620,400,"400G4410085A"
   690,5,51.45530,-0.35372,490,"490G00008870"
   691,5,51.55782, 0.17594,490,"490G00013989"
   692,5,55.75384,-4.17500,615,"   615G10118"
   693,5,51.61502, 0.71734,150,"150G00000295"
   694,5,51.61528, 0.74395,150,"150G00000296"
   695,5,51.61722, 0.75030,150,"150G00000297"
   696,5,51.59452, 0.68351,150,"150G00000290"
   697,5,51.59581, 0.68766,150,"150G00000291"
   698,5,51.59565, 0.69296,150,"150G00000292"
   699,5,51.61359, 0.70668,150,"150G00000293"
   700,5,53.62213,-1.71814,450,"    450G1272"
   701,5,53.90187,-1.70633,450,"    450G1270"
   702,5,51.61660, 0.75435,150,"150G00000298"
   703,5,51.61295, 0.76259,150,"150G00000299"
   704,5,53.62476,-1.71872,450,"    450G1274"
   705,5,53.62748,-1.71988,450,"    450G1275"
   706,5,53.25111,-1.29961,100,"100GDSTR0141"
   707,5,51.29087,-0.07539,400,"400G4410110A"
   708,2,51.74234,-0.49076,210," 910GHEMLHMP"
   708,5,51.74234,-0.49076,210," 910GHEMLHMP"
   709,5,56.47224,-2.90090,640,"  640GPT1464"
   710,5,52.64976,-1.17606,269," 269GLC31620"
   711,5,52.67537, 1.57256,290,"    290G1392"
   712,5,52.65497, 1.38498,290,"    290G1391"
   713,5,52.67922, 1.32966,290,"    290G1390"
   714,5,52.59675, 1.56628,290,"    290G1397"
   715,5,52.59244, 1.57965,290,"    290G1396"
   716,5,52.62406, 1.60059,290,"    290G1394"
   717,5,52.94289,-1.30875,100,"100G00015745"
   718,5,52.61434, 1.53891,290,"    290G1399"
   719,5,52.59174, 1.55651,290,"    290G1398"
   720,5,51.47232,-0.76149, 36,"036G00005440"
   721,5,52.47788,-0.92071,260,"260GCC11504A"
   722,5,51.32855,-0.24750,400,"400G4406053A"
   723,5,55.95872,-3.94716,616,"   616G15056"
   724,5,53.38104,-1.49068,370,"  370G100962"
   725,5,52.51179,-1.98808,940,"  940GZZWMTR"
   725,3,52.51179,-1.98808,940,"  940GZZWMTR"
   726,4,52.83708,-0.14420,270,"270GLS001773"
   726,5,52.83708,-0.14420,270,"270GLS001773"
   727,2,51.44961,-0.35768,490,"  910GWHTTON"
   727,5,51.44961,-0.35768,490,"  910GWHTTON"
   728,4,50.85588,-1.05111,190,"900GNX001711"
   728,5,50.85588,-1.05111,190,"900GNX001711"
   729,5,55.95714,-3.95019,616,"   616G15057"
   730,4,56.20583,-3.42175,648,"  648G223527"
   730,5,56.20583,-3.42175,648,"  648G223527"
   731,5,52.04831, 1.13163,390,"   390G30341"
   732,5,53.38043,-1.49539,370,"  370G100964"
   733,5,52.04951, 1.13115,390,"   390G30346"
   734,5,55.09016,-3.58960,680,"680G10000025"
   735,5,53.24326,-0.91413,330,"  330GBA0358"
   736,5,53.33028,-0.90849,330,"  330GBA0359"
   737,5,51.88886,-0.19731,210,"    210G1358"
   738,5,53.69076,-1.58915,450,"    450G6075"
   739,5,51.88592,-0.19436,210,"    210G1356"
   740,5,51.88903,-0.18798,210,"    210G1354"
   741,5,51.88479,-0.18806,210,"    210G1353"
   742,5,53.31184,-1.14192,330,"  330GBA0351"
   743,5,51.88287,-0.19053,210,"    210G1351"
   744,5,51.88103,-0.18654,210,"    210G1350"
   745,5,52.49239,-0.70575,300," 300G106AAZ2"
   746,5,53.37783,-1.49989,370,"  370G100968"
   747,5,53.32624,-1.24840,370,"  370G102354"
   748,5,53.17363,-0.55310,270,"270G00010520"
   749,5,53.16266,-0.54016,270,"270G00010521"
   750,5,53.16091,-0.54034,270,"270G00010522"
   751,5,53.17031,-0.53935,270,"270G00010523"
   752,5,53.17657,-0.53867,270,"270G00010524"
   753,5,53.19800,-0.46797,270,"270G00010525"
   754,5,53.19592,-0.47924,270,"270G00010526"
   755,5,53.19856,-0.48954,270,"270G00010527"
   756,5,53.19806,-0.48084,270,"270G00010528"
   757,5,55.98632,-3.92439,669," 669G3400006"
   758,5,56.46665,-3.20407,648,"  648G221601"
   759,5,51.69369, 0.11378,150," 940GZZLUEPG"
   759,3,51.69369, 0.11378,150," 940GZZLUEPG"
   760,5,52.97854,-1.23029,339,"    339GST19"
   761,5,52.46255, 1.74075,390,"   390G70451"
   762,5,53.40960,-1.02196,330,"   330GBA086"
   763,5,53.81623,-1.72089,450,"    450G1148"
   764,5,55.75548,-6.28688,607,"    607G3009"
   765,5,55.73488,-6.23673,607,"    607G3008"
   766,5,51.52316, 0.01227,490,"490G00012666"
   767,5,55.63443,-6.19548,607,"    607G3005"
   768,5,51.47453,-1.44943, 30,"030G52660001"
   769,5,55.68695,-6.22289,607,"    607G3007"
   770,5,55.64242,-6.11027,607,"    607G3001"
   771,5,55.62927,-6.18267,607,"    607G3003"
   772,5,55.63566,-6.12737,607,"    607G3002"
   773,5,55.78385,-4.85922,617,"   617G17621"
   774,5,51.20440,-0.59976,400,"400G4411828G"
   775,5,51.20290,-0.59892,400,"400G4411828F"
   776,5,51.20208,-0.59751,400,"400G4411828E"
   777,5,51.20206,-0.59887,400,"400G4411828D"
   778,5,53.22223,-0.76960,330,"  330GNS0465"
   779,5,52.97640,-1.22875,339,"    339GST10"
   780,5,53.16221,-1.50483,100,"100G00013679"
   781,5,51.79882, 0.26578,150,"150G00001524"
   782,5,51.87145, 0.26577,150,"150G00001527"
   783,5,51.82187,-0.35484,210,"    210G1978"
   784,5,56.20266,-3.21228,650,"   650GK9611"
   785,5,53.52185,-0.09323,228,"228GGRIMSBY2"
   786,5,53.40784,-1.52380,370,"  370G101845"
   787,5,53.52046,-0.09335,228,"228GGRIMSBY1"
   788,5,53.40796,-1.51679,370,"  370G101843"
   789,5,53.56810,-0.04530,228,"228GGRIMSBY7"
   790,5,53.56289,-0.03792,228,"228GGRIMSBY4"
   791,5,53.56431,-0.03975,228,"228GGRIMSBY5"
   792,5,56.19030,-3.00828,650,"   650GK0460"
   793,5,51.42588,-0.37224,490,"490G00003064"
   794,5,53.56913,-0.04859,228,"228GGRIMSBY8"
   795,5,53.57023,-0.05218,228,"228GGRIMSBY9"
   796,5,56.18939,-3.00314,650,"   650GK0465"
   797,5,53.41661,-1.52506,370,"  370G101849"
   798,5,53.41533,-1.52286,370,"  370G101848"
   799,5,53.14651,-0.93837,330,"  330GNS0467"
   800,5,51.57038,-0.28763,490,"490G00003962"
   801,5,52.66974,-0.36129,270,"270GLWD04732"
   802,5,53.20016,-1.02911,330,"  330GNS0308"
   803,5,55.80884,-4.18930,615,"   615G05803"
   804,5,55.81009,-4.18765,615,"   615G05802"
   805,5,55.80653,-4.18647,615,"   615G05801"
   806,5,55.80690,-4.18903,615,"   615G05800"
   807,5,51.35542,-0.51391,400,"400G4401143B"
   808,5,51.60057,-0.40945,490," 940GZZLUNWH"
   808,3,51.60057,-0.40945,490," 940GZZLUNWH"
   809,5,51.47663, 0.06352,490,"490G00014643"
   810,5,53.48900,-1.24947,370,"  370G103897"
   811,2,51.46683,-0.05227,490," 910GNUNHEAD"
   811,5,51.46683,-0.05227,490," 910GNUNHEAD"
   812,5,56.10228,-3.25321,650,"   650GK0798"
   813,4,50.61530,-2.45423,910,"  910GWEYMTH"
   813,2,50.61530,-2.45423,910,"  910GWEYMTH"
   813,5,50.61530,-2.45423,910,"  910GWEYMTH"
   814,5,56.10248,-3.25963,650,"   650GK0796"
   815,5,56.10194,-3.25754,650,"   650GK0794"
   816,5,53.67142,-1.69254,910," 910GMIRFILD"
   816,2,53.67142,-1.69254,910," 910GMIRFILD"
   816,4,53.67142,-1.69254,910," 910GMIRFILD"
   817,5,56.17711,-3.16453,650,"   650GK0790"
   818,5,51.32574, 0.02226,490,"490G00005836"
   819,5,51.93022,-0.17451,210,"    210G3728"
   820,5,51.35003,-0.49816,400,"400G4401075C"
   821,5,56.51478,-2.85174,649,"    649G1866"
   822,5,52.68020, 0.96655,290,"    290G1809"
   823,5,52.68074, 0.96933,290,"    290G1808"
   824,5,52.63550, 0.68936,290,"    290G1803"
   825,5,52.64070, 0.69233,290,"    290G1802"
   826,5,52.64300, 0.68602,290,"    290G1801"
   827,5,52.64471, 0.69637,290,"    290G1800"
   828,5,51.47348,-0.60814, 36,"036G00000257"
   829,5,52.68595, 0.94843,290,"    290G1806"
   830,5,52.68935, 0.93905,290,"    290G1805"
   831,5,52.69177, 0.93598,290,"    290G1804"
   832,2,50.85343,-0.96715,190," 910GWRBLNGT"
   832,5,50.85343,-0.96715,190," 910GWRBLNGT"
   833,5,51.18661,-0.60050,400,"400G4411942A"
   834,5,51.59941,-0.32488,490,"490G00004160"
   835,5,51.52327,-0.14954,490,"490G00007807"
   836,5,55.77046,-4.05525,615,"   615G10960"
   837,5,55.89569,-4.35424,609,"   609G05123"
   838,5,53.36218,-1.32657,370,"  370G102520"
   839,5,53.10482,-0.78114,330,"  330GNS0463"
   840,5,52.18125, 0.16388, 50,"050GCC180322"
   841,5,53.36292,-1.33090,370,"  370G102523"
   842,5,53.18948,-2.75723, 61,"   061GCH453"
   843,5,51.64226,-0.03507,490," 910GPNDRSEN"
   843,2,51.64226,-0.03507,490," 910GPNDRSEN"
   844,5,54.95736,-1.48574,940," 940GZZTWFGT"
   844,3,54.95736,-1.48574,940," 940GZZTWFGT"
   845,5,53.54171,-1.47997,370,"  370G104574"
   846,5,51.72561,-0.30095,210,"     210G744"
   847,5,51.72929,-0.30155,210,"     210G745"
   848,5,51.72339,-0.29524,210,"     210G740"
   849,5,51.71970,-0.29681,210,"     210G741"
   850,5,51.71782,-0.30059,210,"     210G742"
   851,5,51.72666,-0.29859,210,"     210G743"
   852,5,56.43255,-2.95671,650,"   650GN0064"
   853,5,53.38814,-1.46623,370,"  370G101151"
   854,5,52.69904,-0.05054,270,"270GLWD01766"
   855,5,53.35454,-1.52523,370,"  370G101153"
   856,5,53.35436,-1.52165,370,"  370G101152"
   857,5,51.43164,-0.31082,490,"490G00006283"
   858,5,51.59277, 0.23314,490," 910GHRLDWOD"
   858,2,51.59277, 0.23314,490," 910GHRLDWOD"
   859,5,53.54192,-1.47826,370,"  370G104575"
   860,5,53.01252,-1.16492,330,"  330GGE0409"
   861,5,53.01395,-1.16446,330,"  330GGE0408"
   862,5,53.00967,-1.12968,330,"  330GGE0400"
   863,5,53.01461,-1.16181,330,"  330GGE0407"
   864,5,53.01301,-1.15945,330,"  330GGE0406"
   865,5,52.97126,-1.11997,330,"  330GGE0404"
   866,5,53.37010,-1.42257,370,"  370G100401"
   867,5,53.36961,-1.42709,370,"  370G100403"
   868,5,53.46130,-1.48038,370,"  370G100404"
   869,5,53.46190,-1.47885,370,"  370G100406"
   870,5,53.70730,-1.85053,450,"    450G2908"
   871,5,53.41634,-1.52151,370,"  370G100408"
   872,5,53.54170,-1.47571,370,"  370G104576"
   873,5,52.09614, 1.22535,390,"   390G60530"
   874,5,51.39343,-0.25320,490,"490G00004091"
   875,5,51.51523,-0.79169, 36,"036G00006156"
   876,5,53.71794,-1.51682,450,"    450G5013"
   877,5,51.51556,-0.78276, 36,"036G00006154"
   878,5,53.70173,-1.61483,450,"    450G5011"
   879,5,51.51617,-0.77669, 36,"036G00006152"
   880,5,53.46963,-1.46857,370,"  370G104522"
   881,5,51.51802,-0.76773, 36,"036G00006150"
   882,5,53.70336,-1.61568,450,"    450G5015"
   883,5,53.91659,-1.93443,450,"    450G5018"
   884,5,53.56371,-1.45291,370,"  370G104529"
   885,2,51.18239,-1.26068,190," 910GMCHLDVR"
   885,5,51.18239,-1.26068,190," 910GMCHLDVR"
   886,5,51.59843, 0.15946,490,"490G00009801"
   887,2,51.52338,-0.07524,490," 910GSHRDHST"
   887,5,51.52338,-0.07524,490," 910GSHRDHST"
   888,5,51.44026,-1.33402, 30,"030G50240001"
   889,5,53.83458,-1.65105,450,"    450G2903"
   890,5,56.65166,-2.86961,649,"   649GIM776"
   891,5,51.76111,-0.36200,210,"    210G2091"
   892,5,51.42310,-1.33140, 30,"030G51860001"
   893,5,51.77255,-0.37596,210,"    210G2092"
